"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date"
"RDI","Reading International, Inc.","Services","Movie Production, Theaters","USA",367.20,29.62,31.67,,1.36,2.39,36.36,,,0.00%,0.52,-10.40%,6.52%,30.10%,,2.30%,909.30%,23.40%,23.66,17.17,5.90%,-9.21%,36.30%,17.08%,0.71%,3.25,3.20%,8.70%,6.80%,0.40,0.40,0.88,0.94,22.50%,8.00%,4.60%,-2.45%,-3.78%,-2.02%,14.88%,29.87%,-6.51%,0.89,0.38,3.31%,2.07%,-3.57%,-5.36%,8.42%,-9.03%,0.71%,-9.66%,39.57%,35.69,-2.14%,0.70%,2.00,37.67,0.52,15.52,-1.46%,19423,3/14/2017 8:30:00 AM
"RDIV","Oppenheimer Ultra Dividend Revenue ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,3.01%,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,-1.58%,0.87%,-0.51%,4.12%,18.63%,1.81%,,0.26,0.75%,0.63%,-0.70%,0.19%,5.47%,-2.15%,2.11%,-2.15%,19.86%,47.01,0.29%,0.49%,,147.96,0.66,34.89,0.78%,97853,
"RDN","Radian Group Inc.","Financial","Property & Casualty Insurance","USA",4016.97,13.89,9.23,1.26,3.24,1.40,77.10,11.67,0.05%,0.70%,1.35,17.60%,12.98%,-9.80%,11.06%,-8.70%,-11.00%,-0.20%,214.58,213.65,0.20%,-39.58%,94.30%,-0.86%,2.64%,2.65,5.10%,11.00%,9.90%,,,0.37,0.37,,45.60%,24.90%,0.00%,-1.35%,22.05%,33.38%,58.78%,4.13%,2.00,0.37,1.74%,1.84%,-1.24%,0.91%,27.94%,-5.77%,9.30%,-5.77%,101.63%,50.93,-0.37%,1.08%,1.80,2125.54,0.68,18.72,0.70%,1440104,1/26/2017 8:30:00 AM
"RDNT","RadNet, Inc.","Healthcare","Medical Laboratories & Research","USA",248.61,56.32,14.46,5.63,0.28,6.69,621.54,,,0.00%,0.10,435.20%,48.00%,20.00%,10.00%,9.30%,-80.10%,7.80%,46.47,35.71,6.80%,-3.29%,48.10%,1.49%,0.68%,2.43,0.50%,13.00%,4.90%,1.60,1.60,16.90,17.67,20.40%,3.90%,0.50%,-10.83%,-10.83%,-11.57%,-23.46%,-8.70%,-17.05%,1.32,0.25,5.30%,4.18%,-10.39%,-11.81%,-14.50%,-21.90%,0.00%,-32.96%,14.81%,27.78,-1.83%,0.93%,2.30,99.79,1.53,5.35,-0.93%,152883,3/14/2017 8:30:00 AM
"RDS-A","Royal Dutch Shell plc","Basic Materials","Major Integrated Oil & Gas","Netherlands",215789.44,45.31,11.10,6.47,0.92,1.12,11.28,,7.27%,326.80%,1.14,91.20%,21.05%,-34.90%,7.00%,-13.10%,28.90%,11.40%,4170.65,3183.67,0.20%,,12.70%,-1.34%,0.20%,1.85,1.10%,2.40%,0.60%,1.20,0.90,0.44,0.50,18.20%,1.00%,2.00%,-1.37%,-1.00%,-0.38%,4.85%,17.65%,-3.18%,1.09,0.68,1.32%,0.95%,-1.31%,-2.93%,2.96%,-6.63%,2.82%,-6.63%,19.96%,43.62,-0.46%,1.25%,1.60,3513.48,1.06,51.74,0.78%,3718242,2/2/2017 8:30:00 AM
"RDS-B","Royal Dutch Shell plc","Basic Materials","Major Integrated Oil & Gas","Netherlands",219610.59,47.21,14.19,,0.94,1.19,,,6.87%,,1.16,324.00%,-12.50%,,-7.10%,,64.10%,11.40%,4010.42,2976.55,,,,,0.38%,5.75,,,,,,,,,,,-1.53%,-1.11%,-1.13%,4.88%,23.11%,-3.98%,,0.72,1.33%,0.98%,-1.70%,-3.20%,3.47%,-6.54%,2.43%,-6.54%,24.78%,41.94,-0.42%,1.07%,1.30,1944.66,1.03,54.76,0.64%,1996356,2/9/2017 8:30:00 AM
"RDUS","Radius Health, Inc.","Healthcare","Biotechnology","USA",1753.69,,,,,5.74,5.27,,,,-4.24,-65.70%,33.70%,,3.00%,,-58.10%,,42.93,36.92,26.28%,0.00%,65.90%,4.67%,18.78%,9.89,-46.50%,-49.60%,,10.20,10.20,0.00,0.00,,,,-2.62%,-5.22%,-23.64%,-27.36%,17.15%,7.42%,,2.39,6.25%,5.62%,-5.81%,-4.38%,-11.34%,-15.67%,11.58%,-31.78%,45.89%,41.92,2.12%,-7.21%,2.20,700.84,4.57,40.85,-5.24%,3202929,2/23/2017 4:30:00 PM
"RDVY","First Trust Rising Dividend Achiev ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22%,5.01%,6.69%,20.97%,32.56%,8.76%,,0.25,0.85%,0.87%,1.11%,4.35%,16.21%,-1.00%,8.82%,-1.00%,40.06%,65.50,-0.48%,0.71%,,65.66,0.77,26.83,0.22%,50247,
"RDWR","Radware Ltd.","Technology","Information Technology Services","Israel",712.62,,42.91,,3.62,2.32,3.15,24.40,,,-0.20,-149.70%,95.81%,-16.10%,10.43%,3.30%,-152.30%,-6.50%,44.40,36.26,28.50%,0.00%,64.80%,0.32%,4.00%,5.87,-2.00%,-2.80%,-4.80%,3.10,2.90,0.00,0.00,81.80%,-6.50%,-4.40%,3.22%,3.68%,18.45%,17.75%,43.30%,10.08%,0.95,0.34,2.02%,2.23%,1.62%,6.24%,19.57%,-2.90%,14.32%,-2.90%,60.18%,63.17,-0.25%,0.69%,2.10,246.80,0.97,16.05,0.44%,238711,2/8/2017 8:30:00 AM
"RDY","Dr. Reddy's Laboratories Limited","Healthcare","Drug Manufacturers - Other","India",6675.90,46.51,19.68,2.47,3.12,3.70,22.13,46.33,0.74%,69.40%,0.87,-9.80%,70.62%,12.50%,18.80%,15.70%,-16.40%,-6.60%,165.00,116.68,27.70%,0.00%,17.10%,1.21%,3.15%,13.17,4.50%,8.10%,13.50%,1.10,0.80,0.05,0.48,57.00%,10.30%,6.80%,-6.17%,-9.95%,-12.67%,-15.37%,-14.35%,-10.64%,0.51,0.82,1.97%,1.52%,-6.56%,-8.38%,-12.67%,-13.82%,0.95%,-25.87%,0.95%,26.78,-0.07%,0.65%,3.00,279.28,1.51,40.46,0.57%,421970,2/14/2017 8:30:00 AM
"RE","Everest Re Group, Ltd.","Financial","Property & Casualty Insurance","Bermuda",9667.49,9.83,11.86,,1.66,1.18,20.06,8.21,2.13%,19.50%,23.92,7.20%,5.32%,78.10%,-6.00%,4.30%,9.30%,0.80%,41.14,30.49,1.40%,-0.81%,97.10%,0.40%,3.61%,4.00,4.60%,12.30%,11.90%,,,0.08,0.08,,19.50%,16.90%,0.26%,2.96%,11.60%,22.99%,24.28%,9.17%,0.51,2.86,0.92%,1.08%,0.83%,4.74%,18.21%,-1.77%,10.01%,-1.77%,41.32%,61.56,0.95%,0.01%,2.90,275.16,0.89,234.99,0.97%,243988,2/6/2017 4:30:00 PM
"RECN","Resources Connection, Inc.","Services","Staffing & Outsourcing Services","USA",490.37,23.37,17.44,2.92,0.83,2.46,7.71,27.86,2.67%,57.50%,0.70,12.50%,27.95%,8.70%,8.00%,1.90%,-31.70%,-2.20%,29.81,28.08,0.90%,0.00%,90.40%,-16.61%,1.47%,2.28,6.50%,8.20%,8.80%,2.60,2.60,0.24,0.24,38.40%,7.80%,4.40%,-1.50%,2.22%,-5.64%,10.37%,18.17%,-13.98%,1.22,0.38,1.96%,2.32%,-2.05%,-3.98%,5.65%,-16.36%,4.48%,-16.36%,37.48%,43.34,-0.30%,0.92%,3.30,181.77,0.48,16.45,0.61%,87815,4/5/2017 4:30:00 PM
"REED","Reed's, Inc.","Consumer Goods","Beverages - Soft Drinks","USA",55.21,,76.00,,1.21,63.33,29.06,,,,-0.23,-418.40%,125.00%,-17.30%,25.00%,17.70%,91.60%,15.00%,14.53,9.64,18.90%,3.35%,11.10%,13.51%,3.91%,12.93,-20.60%,-887.60%,-22.60%,1.00,0.40,7.78,14.44,23.00%,-5.70%,-9.10%,0.00%,-6.17%,-3.80%,6.44%,-24.75%,-7.32%,0.20,0.13,3.87%,2.86%,-3.98%,-6.57%,6.38%,-12.64%,7.04%,-30.91%,68.89%,40.37,1.33%,0.00%,2.00,29.11,0.48,3.80,1.33%,13852,3/22/2017 4:30:00 PM
"REET","iShares Global REIT","Financial","Exchange Traded Fund","USA",,,,,,,,,5.30%,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,-3.70%,-2.56%,-2.87%,-11.77%,-1.31%,-1.98%,,0.24,1.13%,0.87%,-3.47%,-2.61%,-5.91%,-5.46%,0.57%,-14.22%,2.27%,29.07,-0.80%,0.48%,,147.15,1.68,24.74,-0.32%,247679,
"REFR","Research Frontiers Incorporated","Industrial Goods","Industrial Electrical Equipment","USA",38.26,,,,29.43,6.15,8.50,,,,-0.20,4.40%,11.10%,4.40%,30.00%,21.20%,27.20%,-25.00%,23.91,19.03,20.37%,0.00%,21.00%,2.14%,6.11%,21.17,-57.70%,-62.30%,,9.90,9.90,0.00,0.00,,,,-0.62%,-9.09%,-13.98%,-46.31%,-62.79%,-12.09%,0.17,0.09,7.75%,5.41%,-6.02%,-12.03%,-38.18%,-25.58%,5.96%,-68.19%,5.96%,38.04,-1.84%,1.87%,3.00,54.91,0.77,1.60,0.00%,42173,3/9/2017 4:30:00 PM
"REG","Regency Centers Corporation","Financial","REIT - Retail","USA",6686.67,43.82,40.48,3.98,10.88,2.89,502.76,,3.20%,139.60%,1.43,4.40%,19.11%,54.00%,11.00%,5.50%,196.30%,9.20%,106.85,102.67,1.00%,-72.44%,,5.56%,7.16%,5.22,3.30%,7.10%,4.90%,,,0.72,0.72,73.70%,31.40%,23.40%,-7.62%,-10.00%,-6.13%,-21.36%,-11.77%,-8.58%,0.57,1.48,2.56%,2.04%,-9.18%,-9.13%,-14.75%,-13.14%,-0.52%,-25.14%,-0.52%,25.84,-1.62%,1.05%,2.20,1407.42,1.70,62.58,-0.59%,2390091,2/8/2017 4:30:00 PM
"REGI","Renewable Energy Group, Inc.","Basic Materials","Oil & Gas Refining & Marketing","USA",374.30,,12.03,,0.20,0.63,4.19,2.12,,0.00%,-1.57,-271.90%,-32.48%,-10.90%,15.00%,45.00%,265.50%,58.20%,39.40,37.61,0.20%,0.00%,76.30%,4.78%,25.79%,29.80,2.20%,4.20%,-16.00%,2.50,1.80,0.41,0.44,10.40%,1.40%,1.40%,4.40%,9.20%,-7.32%,6.86%,15.29%,-2.06%,1.98,0.36,3.69%,3.82%,6.31%,5.00%,5.05%,-6.86%,15.15%,-10.38%,20.25%,61.05,0.00%,0.53%,2.70,325.55,0.77,9.50,0.53%,249705,3/7/2017 4:30:00 PM
"REGL","ProShares S&P MidCap 400 Dividend Arst","Financial","Exchange Traded Fund","USA",,,,,,,,,1.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.22%,1.95%,3.48%,10.16%,27.08%,2.88%,,0.46,0.73%,0.75%,-0.30%,1.03%,8.60%,-2.32%,3.33%,-2.32%,27.95%,51.18,0.10%,0.56%,,81.75,0.66,51.81,0.66%,53589,
"REGN","Regeneron Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",40880.62,50.35,24.73,2.70,8.41,9.17,39.36,42.52,,0.00%,7.71,39.50%,20.91%,38.80%,18.68%,61.30%,63.00%,11.70%,105.30,78.08,1.40%,-0.48%,69.70%,-2.09%,2.68%,2.27,13.80%,21.30%,18.20%,2.60,2.30,0.08,0.11,93.80%,27.40%,18.40%,2.53%,9.90%,7.24%,-3.38%,2.83%,5.76%,1.35,9.69,2.54%,2.61%,3.94%,5.76%,1.43%,-1.02%,14.16%,-14.29%,19.33%,60.21,-1.20%,0.72%,2.20,920.82,0.81,388.23,-0.49%,743745,2/9/2017 8:30:00 AM
"REI","Ring Energy, Inc.","Basic Materials","Oil & Gas Drilling & Exploration","USA",498.29,,37.76,,17.55,1.93,226.50,,,,-1.30,-198.80%,1400.00%,,37.00%,418.60%,-278.40%,-9.30%,50.95,44.14,7.90%,0.00%,76.90%,19.83%,8.24%,13.03,-18.90%,-22.70%,-3.60%,0.80,0.80,0.00,0.00,59.90%,,,-15.76%,-24.13%,-13.68%,-11.17%,100.82%,-24.71%,0.64,0.61,6.70%,4.93%,-19.84%,-23.89%,-9.26%,-30.64%,-0.20%,-30.64%,113.54%,24.61,-3.93%,0.79%,1.70,279.08,0.91,9.78,-3.17%,254631,3/15/2017 4:30:00 PM
"REIS","Reis, Inc.","Services","Business Services","USA",206.30,39.04,39.82,,4.11,2.02,8.19,1031.51,3.82%,114.80%,0.46,73.10%,55.75%,74.00%,,16.00%,-69.20%,-5.00%,11.59,8.37,21.40%,-5.83%,62.10%,0.14%,1.97%,4.78,5.00%,6.30%,8.00%,1.30,1.30,0.00,0.00,79.50%,17.70%,12.70%,-7.29%,-10.78%,-20.18%,-14.83%,-21.06%,-20.00%,1.07,0.72,3.34%,3.88%,-10.29%,-11.82%,-17.63%,-23.93%,0.00%,-33.06%,0.00%,30.17,0.00%,0.00%,1.50,34.57,2.00,17.80,0.00%,69122,3/9/2017 8:30:00 AM
"REK","ProShares Short Real Estate","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,3.93%,1.37%,-1.47%,4.52%,-10.46%,0.11%,,0.16,0.93%,0.72%,3.19%,1.68%,0.51%,-2.04%,5.69%,-10.91%,7.51%,66.31,0.40%,-0.29%,,11.60,0.56,17.47,0.11%,6445,
"RELL","Richardson Electronics, Ltd.","Services","Electronics Wholesale","USA",76.22,,,,0.55,0.57,1.26,,4.07%,,-0.66,-29.80%,,-46.60%,20.00%,-2.20%,-10.70%,-0.90%,12.94,10.72,11.53%,0.00%,65.20%,0.14%,0.32%,1.43,-5.20%,-6.10%,-5.00%,5.90,3.90,0.00,0.00,32.10%,-5.40%,-6.10%,-1.34%,-3.76%,5.86%,-13.67%,17.61%,-5.56%,0.72,0.15,3.12%,2.38%,-4.13%,-4.07%,-1.68%,-8.04%,1.55%,-17.00%,21.09%,33.59,-0.84%,0.00%,5.00,23.84,0.58,5.89,-0.84%,13778,4/5/2017 4:30:00 PM
"RELV","Reliv' International, Inc.","Consumer Goods","Food - Major Diversified","USA",9.69,,,,0.21,0.65,3.03,8.81,,,-0.60,-268.20%,,-22.00%,20.40%,-8.00%,146.50%,-11.50%,1.87,1.18,,,4.20%,-8.18%,0.44%,0.13,-4.70%,-7.20%,-5.20%,1.90,1.00,0.18,0.20,77.60%,-2.70%,-2.30%,-5.13%,18.81%,16.93%,7.25%,-18.68%,11.64%,2.38,0.54,6.37%,12.19%,-9.47%,5.30%,8.09%,-41.60%,26.34%,-58.66%,45.10%,47.69,-3.72%,3.86%,,41.51,0.88,5.18,0.00%,36485,3/23/2017 8:30:00 AM
"RELY","Real Industry, Inc.","Industrial Goods","Waste Management","USA",129.36,,,,0.10,1.07,,,,,-0.95,-544.50%,27.30%,13.40%,22.50%,403.80%,,-7.00%,29.07,26.31,2.50%,-0.92%,60.30%,2.18%,3.08%,4.47,-4.10%,-21.90%,1.00%,1.90,1.30,2.79,2.81,6.30%,0.50%,-2.30%,-11.88%,-16.82%,-24.58%,-31.22%,-37.50%,-27.05%,,0.22,5.45%,4.17%,-11.00%,-19.88%,-31.24%,-31.01%,-1.11%,-53.79%,-1.11%,29.55,-3.26%,0.00%,2.00,181.71,0.90,4.45,-3.26%,164037,3/13/2017 4:30:00 PM
"REM","iShares Mortgage Real Estate Capped","Financial","Exchange Traded Fund","USA",,,,,,,,,10.05%,,,,,,,,,,,,,,,,,4.30,,,,,,,,,,,-1.58%,1.58%,2.15%,4.15%,27.43%,5.23%,,0.43,1.24%,0.86%,-0.47%,1.54%,5.99%,-2.01%,6.27%,-2.01%,28.66%,50.71,0.77%,0.41%,,320.28,0.52,44.26,1.19%,165908,
"REMX","VanEck Vectors Rare Earth/Strat Mtls ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,2.06%,,,,,,,,,,,,,,,,,0.40,,,,,,,,,,,-5.96%,-5.12%,2.58%,7.88%,24.12%,5.70%,,0.37,1.64%,1.76%,-7.49%,-4.20%,5.61%,-14.26%,7.02%,-14.26%,33.59%,30.67,-0.39%,0.22%,,60.46,0.42,17.98,-0.17%,25138,
"REN","Resolute Energy Corporation","Basic Materials","Independent Oil & Gas","USA",826.15,,15.54,,6.34,,917.94,,,,-15.47,-224.30%,152.00%,22.00%,15.00%,-2.30%,89.80%,29.50%,22.56,18.57,5.70%,-49.77%,87.70%,86.40%,20.65%,4.30,-70.40%,81.10%,-242.00%,0.80,0.80,,,38.80%,,,-17.69%,-21.25%,10.77%,51.26%,1141.36%,-11.09%,3.27,2.36,7.32%,4.88%,-19.10%,-17.29%,44.55%,-25.48%,1.89%,-25.48%,1458.30%,30.94,-3.53%,2.18%,2.10,891.86,1.16,36.62,-1.43%,1033138,3/14/2017 4:30:00 PM
"RENN","Renren Inc.","Technology","Internet Software & Services","China",548.48,,,,9.69,0.67,7.47,,,,-2.24,-930.00%,17.80%,-30.20%,20.00%,-6.40%,68.80%,103.40%,69.34,14.41,,,16.10%,-2.10%,2.05%,0.92,-12.10%,-16.70%,-9.60%,1.50,1.50,0.12,0.12,12.20%,,,0.38%,2.73%,-14.49%,-20.10%,-52.06%,-0.50%,0.96,0.31,3.50%,3.72%,-1.77%,-3.67%,-13.62%,-9.60%,4.08%,-55.56%,4.77%,44.32,1.41%,-0.38%,4.00,320.88,0.60,7.91,1.02%,191082,3/16/2017 8:30:00 AM
"REPH","Recro Pharma, Inc.","Healthcare","Biotechnology","USA",145.43,,,,2.12,2.08,5.86,,,,-1.00,112.40%,10.50%,,,,-111.40%,3.00%,18.55,18.55,31.60%,11.81%,85.00%,68.93%,2.20%,2.76,-6.60%,-24.90%,12.20%,4.30,3.50,0.56,0.60,50.00%,-27.50%,-13.30%,2.75%,-2.61%,12.16%,-20.73%,25.44%,-2.73%,,0.38,6.06%,4.62%,1.00%,1.72%,-3.52%,-8.84%,15.29%,-37.28%,40.25%,51.57,-2.97%,2.41%,1.60,148.10,1.26,7.84,-0.63%,185990,3/23/2017 8:30:00 AM
"RES","RPC, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",4084.43,,19.21,,5.60,4.91,30.99,71.78,1.08%,,-0.66,-39.10%,550.68%,-20.00%,-10.00%,-16.60%,47.90%,-17.60%,220.78,57.97,4.50%,-1.90%,39.00%,0.98%,53.85%,16.76,-13.00%,-16.40%,-17.50%,4.70,3.70,0.00,0.00,16.60%,-32.80%,-19.40%,-7.64%,-13.19%,-12.90%,17.06%,30.21%,-6.61%,1.03,0.67,3.44%,3.15%,-9.11%,-11.47%,4.99%,-20.80%,2.49%,-20.80%,41.85%,31.60,-0.96%,0.92%,2.20,1862.21,1.07,18.50,-0.05%,1988874,1/25/2017 8:30:00 AM
"RESI","Altisource Residential Corporation","Financial","REIT - Residential","USA",759.03,,,,13.36,0.87,7.14,,4.30%,,-4.19,-417.10%,39.20%,,10.00%,,3.90%,-49.80%,54.45,46.41,0.50%,20.07%,71.90%,-3.09%,5.47%,4.20,-10.50%,-23.50%,-10.20%,,,0.00,1.58,5.10%,,,-0.29%,9.76%,17.79%,29.25%,28.94%,26.27%,2.09,0.42,2.69%,3.04%,3.32%,12.40%,30.35%,-4.78%,27.07%,-4.78%,83.37%,64.42,-0.36%,0.43%,2.30,604.65,1.12,13.94,0.07%,674295,3/1/2017 8:30:00 AM
"RESN","Resonant Inc.","Technology","Semiconductor - Integrated Circuits","USA",62.08,,,,620.76,3.54,4.89,,,,-1.49,37.10%,-1.50%,,,,1.50%,,12.44,9.40,10.70%,-1.26%,18.80%,0.69%,4.16%,6.95,-137.40%,-160.90%,,7.30,7.30,0.00,0.00,,,,-1.19%,11.14%,8.95%,-2.35%,149.50%,-1.19%,,0.29,5.69%,6.32%,3.18%,8.46%,4.42%,-6.06%,24.75%,-26.18%,171.20%,56.59,2.89%,-1.82%,2.00,56.28,0.92,4.99,1.01%,51589,3/22/2017 4:30:00 PM
"RETA","Reata Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",590.09,,,,11.83,,6.17,,,,-0.19,-310.50%,-216.70%,,,,-226.80%,0.80%,21.28,4.73,20.90%,14.23%,92.70%,2.03%,21.81%,17.08,-4.30%,1.60%,0.50%,1.70,1.70,,,,-6.40%,-7.70%,-4.02%,20.20%,22.86%,7.40%,,27.03%,,1.37,5.54%,4.95%,9.80%,15.01%,22.92%,-6.66%,31.24%,-33.34%,151.41%,65.55,2.70%,-1.32%,1.40,60.45,0.21,27.73,1.35%,12570,3/13/2017 4:30:00 PM
"RETL","Direxion Daily Retail Bull 3X ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,-4.24%,-7.14%,-33.00%,-25.14%,-5.77%,-14.57%,,1.58,3.30%,4.57%,-8.81%,-10.76%,-21.58%,-21.51%,1.96%,-37.49%,1.96%,39.70,0.39%,1.14%,,32.38,1.04,31.20,1.53%,33789,
"REV","Revlon, Inc.","Consumer Goods","Personal Products","USA",1582.27,35.29,,7.06,0.77,,8.47,27.47,,,0.82,,,-24.41%,5.00%,11.60%,,53.40%,54.75,11.03,0.20%,7.99%,19.30%,1.58%,3.86%,4.38,,,,1.60,1.00,,,62.80%,,,-11.49%,-14.24%,0.70%,-19.86%,-18.08%,-0.86%,0.74,1.18,4.05%,3.62%,-13.28%,-11.53%,-12.04%,-21.47%,1.40%,-23.87%,6.25%,29.02,0.70%,0.35%,3.00,97.13,1.85,28.90,1.05%,179867,3/3/2017 8:30:00 AM
"REW","ProShares UltraShort Technology","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,1.90,,,,,,,,,,,-0.91%,-7.21%,-20.12%,-26.01%,-45.65%,-19.60%,,0.21,0.27%,0.26%,-2.34%,-9.21%,-25.02%,-19.60%,-0.04%,-46.88%,-0.04%,25.35,0.04%,-0.65%,,0.95,0.41,26.00,-0.61%,389,
"REX","REX American Resources Corporation","Conglomerates","Conglomerates","USA",527.84,21.72,20.51,2.71,1.20,1.56,3.24,12.51,,0.00%,3.57,-59.80%,-18.18%,17.80%,8.00%,13.10%,26.10%,5.20%,6.81,5.47,12.10%,-16.34%,94.50%,-1.55%,11.50%,11.33,5.60%,7.50%,8.80%,9.40,8.50,0.00,0.00,12.50%,8.30%,5.40%,-4.84%,-8.38%,-22.40%,-9.00%,44.91%,-21.51%,1.97,2.22,2.82%,2.60%,-6.32%,-11.08%,-2.11%,-23.27%,1.85%,-24.45%,54.40%,31.46,-0.08%,0.41%,3.00,55.53,0.43,77.51,0.34%,23902,3/22/2017 8:30:00 AM
"REXR","Rexford Industrial Realty, Inc.","Financial","REIT - Industrial","USA",1453.80,61.16,129.64,6.12,11.52,1.67,93.79,,2.68%,151.60%,0.35,-75.00%,85.56%,2.20%,10.00%,35.00%,512.90%,32.80%,67.15,65.23,0.30%,2.79%,92.20%,1.61%,1.52%,3.09,1.60%,2.90%,1.60%,,,0.59,0.59,73.40%,17.40%,18.10%,-5.00%,-3.22%,-2.82%,-3.33%,28.52%,-6.64%,0.78,0.39,1.71%,1.62%,-4.85%,-6.23%,-1.19%,-11.23%,-0.28%,-11.23%,29.56%,29.14,-1.19%,0.87%,2.10,320.36,0.87,21.65,-0.32%,277707,2/16/2017 4:30:00 PM
"REXX","Rex Energy Corporation","Basic Materials","Oil & Gas Drilling & Exploration","USA",52.60,,,,0.40,0.64,21.04,,,,-2.83,-643.30%,42.90%,-16.11%,-0.27%,20.10%,88.90%,14.50%,97.60,90.01,3.10%,0.00%,25.70%,-20.87%,6.31%,2.57,-14.00%,-141.30%,-43.90%,0.40,0.40,9.98,9.98,15.30%,,,-14.46%,-14.46%,-3.77%,-3.77%,-56.19%,14.66%,1.64,0.06,10.02%,8.62%,-16.51%,-14.81%,-9.28%,-45.01%,25.33%,-72.36%,134.30%,40.49,-4.84%,-0.65%,2.90,2206.81,0.35,0.54,-5.46%,774417,3/7/2017 4:30:00 PM
"REZ","iShares Residential Rel Est Capped","Financial","Exchange Traded Fund","USA",,,,,,,,,5.87%,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,-3.92%,-1.05%,0.43%,-7.95%,-1.81%,-1.08%,,0.79,1.38%,1.20%,-2.77%,-1.29%,-3.68%,-5.44%,2.06%,-11.47%,5.72%,36.27,-0.89%,0.47%,,46.74,0.50,61.34,-0.42%,23452,
"RF","Regions Financial Corporation","Financial","Regional - Southeast Banks","USA",18188.08,17.43,13.46,2.08,4.77,1.17,3.26,13.30,1.72%,27.90%,0.87,14.50%,15.52%,114.70%,8.40%,-2.20%,8.30%,2.60%,1202.12,1200.29,0.30%,-12.63%,79.20%,1.89%,2.62%,1.97,0.90%,6.70%,13.50%,,,0.22,0.22,,82.20%,28.80%,-1.08%,4.86%,5.08%,53.72%,94.07%,5.81%,1.30,0.35,2.16%,2.06%,-0.89%,2.88%,32.21%,-5.21%,11.32%,-5.21%,105.41%,50.97,-1.11%,0.66%,2.70,15963.42,0.86,15.13,-0.46%,13747662,1/20/2017 8:30:00 AM
"RFAP","First Trust RiverFront Dyn Asia Pac ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04%,1.34%,3.70%,5.56%,,5.68%,,0.30,0.33%,0.30%,-0.21%,1.34%,5.93%,-1.36%,5.68%,-1.36%,15.13%,52.28,-0.31%,0.66%,,2.38,0.51,54.30,0.34%,1218,
"RFCI","RiverFront Dynamic Core Income ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,-0.53%,-0.71%,0.10%,-2.83%,,-0.14%,,0.12,0.13%,0.43%,-0.66%,-0.61%,-1.44%,-5.95%,0.39%,-11.71%,1.18%,41.15,-0.04%,0.04%,,10.99,0.64,24.37,0.00%,7067,
"RFDA","RiverFront Dynamic US Dividend Advtg ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,-1.06%,1.82%,4.76%,,,3.56%,,0.16,0.45%,0.44%,-0.33%,1.08%,3.85%,-2.10%,3.56%,-2.10%,13.52%,51.15,-0.25%,0.54%,,10.83,0.77,27.94,0.29%,8374,
"RFDI","First Trust RiverFront Dyn Dev Intl ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67%,2.46%,6.09%,4.83%,,5.48%,,0.35,0.44%,0.47%,1.40%,2.55%,7.05%,0.65%,6.66%,0.65%,21.35%,65.40,0.20%,0.91%,,21.59,0.22,55.41,1.11%,4773,
